Store,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Year,Day_of_Week,Super_Bowl_Week,Labor_Day_Week,Thanksgiving_Week,Christmas_Week,Month_Sin,Month_Cos,Week_Sin,Week_Cos,Sales_Lag_1,Sales_Lag_2,Sales_Lag_4,Rolling_Mean_4,Rolling_STD_4,EMA_4,Fuel_Unemployment_Interaction,Store_Avg_Sales
1,1459409.1,0,67.18,2.72,211.8137436,7.838,2010,4,0,0,0,0,-0.8660254037844386,0.5000000000000001,-0.9709418174260521,0.23931566428755738,1508239.93,1453329.5,1430378.67,1435934.7824999997,64914.43604929847,1465542.7958435845,21.319360000000003,1549808.7113274336
1,1345454.0,0,69.86,2.725,211.8612937,7.838,2010,4,0,0,0,0,-0.8660254037844386,0.5000000000000001,-0.9350162426854148,0.35460488704253557,1459409.1,1508239.93,1351791.03,1443192.39,65704.22044353343,1463089.317490967,21.35855,1549808.7113274336
1,1384209.22,0,69.64,2.716,211.9088438,7.838,2010,4,0,0,0,0,-0.8660254037844386,0.5000000000000001,-0.8854560256532101,0.464723172043768,1345454.0,1459409.1,1453329.5,1441608.1325,68652.94005579711,1416035.1903198592,21.288008,1549808.7113274336
1,1551659.28,0,58.74,2.689,211.9563939,7.838,2010,4,0,0,0,0,-0.5000000000000004,0.8660254037844384,-0.822983865893657,0.5680647467311548,1384209.22,1345454.0,1508239.93,1424328.0625,73263.26946523674,1403304.8021635532,21.076382000000002,1549808.7113274336
1,1494479.49,0,59.61,2.728,212.003944,7.838,2010,4,0,0,0,0,-0.5000000000000004,0.8660254037844384,-0.7485107481711011,0.6631226582407952,1551659.28,1384209.22,1459409.1,1435182.9,90927.16391393862,1462646.593377457,21.382064000000003,1549808.7113274336
1,1483784.18,0,51.41,2.771,211.8896737,7.838,2010,4,0,0,0,0,-0.5000000000000004,0.8660254037844384,-0.6631226582407955,0.7485107481711007,1494479.49,1551659.28,1345454.0,1443950.4975,95611.96084137318,1475379.7520366868,21.719098,1549808.7113274336
1,1955624.11,1,64.52,2.735,211.7484333,7.838,2010,4,0,0,1,0,-0.5000000000000004,0.8660254037844384,-0.5680647467311559,0.8229838658936564,1483784.18,1494479.49,1384209.22,1478533.0425,69585.18456978216,1478741.52322363,21.43693,1549808.7113274336
1,1548033.78,0,49.27,2.708,211.607193,7.838,2010,4,0,0,0,0,-2.4492935982947064e-16,1.0,-0.4647231720437684,0.88545602565321,1955624.11,1483784.18,1551659.28,1621386.765,224808.4019809472,1669494.5579892555,21.225304,1549808.7113274336
1,1682614.26,0,46.33,2.843,211.4659526,7.838,2010,4,0,0,0,0,-2.4492935982947064e-16,1.0,-0.35460488704253595,0.9350162426854147,1548033.78,1955624.11,1494479.49,1620480.39,225190.21958121238,1620910.2467851364,22.283434,1549808.7113274336
1,1891034.93,0,49.84,2.869,211.4053124,7.838,2010,4,0,0,0,0,-2.4492935982947064e-16,1.0,-0.2393156642875578,0.970941817426052,1682614.26,1548033.78,1483784.18,1667514.0825,209179.04855628058,1645591.8520736473,22.487222000000003,1549808.7113274336
1,2387950.2,0,52.33,2.886,211.4051222,7.838,2010,4,0,0,0,0,-2.4492935982947064e-16,1.0,-0.12053668025532363,0.992708874098054,1891034.93,1682614.26,1955624.11,1769326.77,187979.80557788638,1743769.0832503117,22.620468000000002,1549808.7113274336
1,1367320.01,1,48.43,2.943,211.4049321,7.838,2010,4,0,0,0,1,-2.4492935982947064e-16,1.0,6.432490598706546e-16,1.0,2387950.2,1891034.93,1548033.78,1877408.2925,368452.17199591256,2001441.5299598295,23.067234,1549808.7113274336
1,1444732.28,0,48.27,2.976,211.4047419,7.742,2011,4,0,0,0,0,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,1367320.01,2387950.2,1682614.26,1832229.85,428489.2565505779,1747792.9219702028,23.040192,1549808.7113274336
1,1391013.96,0,35.4,2.983,211.4574109,7.742,2011,4,0,0,0,0,0.49999999999999994,0.8660254037844387,0.23931566428755774,0.970941817426052,1444732.28,1367320.01,1891034.93,1772759.355,470613.6815621626,1626568.665180489,23.094386,1549808.7113274336
1,1327405.42,0,44.04,3.016,211.8272343,7.742,2011,4,0,0,0,0,0.49999999999999994,0.8660254037844387,0.3546048870425356,0.9350162426854148,1391013.96,1444732.28,2387950.2,1647754.1125000003,494525.666395813,1532346.7831075317,23.349872,1549808.7113274336
1,1316899.31,0,43.83,3.01,212.1970577,7.742,2011,4,0,0,0,0,0.49999999999999994,0.8660254037844387,0.4647231720437685,0.8854560256532099,1327405.42,1391013.96,1367320.01,1382617.9175,49027.656863276796,1450370.2378641213,23.30342,1549808.7113274336
1,1606629.58,0,42.27,2.989,212.5668812,7.742,2011,4,0,0,0,0,0.8660254037844386,0.5000000000000001,0.5680647467311558,0.8229838658936564,1316899.31,1327405.42,1444732.28,1370012.7425,59611.18760559322,1396981.8667183176,23.140838,1549808.7113274336
1,1649614.93,1,36.39,3.022,212.9367046,7.742,2011,4,1,0,0,0,0.8660254037844386,0.5000000000000001,0.6631226582407952,0.7485107481711011,1606629.58,1316899.31,1391013.96,1410487.0675,134799.00547446244,1480840.9520311372,23.396324,1549808.7113274336
1,1686842.78,0,57.36,3.045,213.2478853,7.742,2011,4,0,0,0,0,0.8660254037844386,0.5000000000000001,0.7485107481711011,0.6631226582407953,1649614.93,1606629.58,1327405.42,1475137.31,177573.11444171303,1548350.5432187528,23.57439,1549808.7113274336
1,1456800.28,0,62.9,3.065,213.535609,7.742,2011,4,0,0,0,0,0.8660254037844386,0.5000000000000001,0.8229838658936564,0.5680647467311559,1686842.78,1649614.93,1316899.31,1564996.65,168614.2774516193,1603747.4379312866,23.72923,1549808.7113274336
1,1636263.41,0,59.58,3.288,213.8233327,7.742,2011,4,0,0,0,0,1.0,6.123233995736766e-17,0.8854560256532099,0.4647231720437686,1456800.28,1686842.78,1606629.58,1599971.8924999998,100918.14784923608,1544968.5747587502,25.455696,1549808.7113274336
1,1553191.63,0,53.56,3.459,214.1110564,7.742,2011,4,0,0,0,0,1.0,6.123233995736766e-17,0.9350162426854148,0.35460488704253557,1636263.41,1456800.28,1649614.93,1607380.35,102642.7886173674,1581486.508855258,26.779578,1549808.7113274336
1,1576818.06,0,62.76,3.488,214.3627114,7.742,2011,4,0,0,0,0,1.0,6.123233995736766e-17,0.970941817426052,0.23931566428755804,1553191.63,1636263.41,1686842.78,1583274.525,100722.259369,1570168.557313153,27.004096,1549808.7113274336
1,1541102.38,0,69.97,3.473,214.5999389,7.742,2011,4,0,0,0,0,1.0,6.123233995736766e-17,0.992708874098054,0.120536680255323,1576818.06,1553191.63,1456800.28,1555768.3450000002,74663.38536161272,1572828.358387892,26.887966,1549808.7113274336
1,1495064.75,0,59.17,3.524,214.8371664,7.682,2011,4,0,0,0,0,0.8660254037844387,-0.4999999999999998,1.0,-1.6081226496766366e-16,1541102.38,1576818.06,1636263.41,1576843.87,42298.79810902612,1560137.9670327345,27.071368000000003,1549808.7113274336
1,1614259.35,0,67.84,3.622,215.0743939,7.682,2011,4,0,0,0,0,0.8660254037844387,-0.4999999999999998,0.992708874098054,-0.12053668025532288,1495064.75,1541102.38,1553191.63,1541544.205,34353.27399302004,1534108.68021964,27.824204,1549808.7113274336
1,1559889.0,0,71.27,3.743,215.2918561,7.682,2011,4,0,0,0,0,0.8660254037844387,-0.4999999999999998,0.9709418174260521,-0.2393156642875575,1614259.35,1495064.75,1576818.06,1556811.135,50859.137162884435,1566168.9481317846,28.753726,1549808.7113274336
1,1564819.81,0,72.99,3.807,215.4599053,7.682,2011,4,0,0,0,0,0.8660254037844387,-0.4999999999999998,0.9350162426854148,-0.35460488704253545,1559889.0,1614259.35,1541102.38,1552578.87,49320.392792910694,1563656.9688790708,29.245374,1549808.7113274336
1,1455090.69,0,72.03,3.81,215.6279544,7.682,2011,4,0,0,0,0,0.8660254037844387,-0.4999999999999998,0.8854560256532099,-0.4647231720437685,1564819.81,1559889.0,1495064.75,1558508.2275,48904.68656360464,1564122.1053274425,29.268420000000003,1549808.7113274336
1,1629391.28,0,64.61,3.906,215.7960035,7.682,2011,4,0,0,0,0,0.49999999999999994,-0.8660254037844387,0.8229838658936565,-0.5680647467311557,1455090.69,1564819.81,1614259.35,1548514.7125,66946.83452985478,1520509.5391964656,30.005892000000003,1549808.7113274336
1,1604775.58,0,75.64,3.899,215.9640526,7.682,2011,4,0,0,0,0,0.49999999999999994,-0.8660254037844387,0.7485107481711013,-0.663122658240795,1629391.28,1455090.69,1559889.0,1552297.695,72127.32710260303,1564062.2355178797,29.952118000000002,1549808.7113274336
1,1428218.27,0,67.63,3.907,215.7339202,7.682,2011,4,0,0,0,0,0.49999999999999994,-0.8660254037844387,0.6631226582407952,-0.7485107481711012,1604775.58,1629391.28,1564819.81,1563519.34,77027.38296939983,1580347.5733107277,30.013574000000002,1549808.7113274336
1,1466046.67,0,77.72,3.786,215.5037878,7.682,2011,4,0,0,0,0,0.49999999999999994,-0.8660254037844387,0.5680647467311558,-0.8229838658936564,1428218.27,1604775.58,1455090.69,1529368.955,102370.80690586701,1519495.8519864366,29.084052000000003,1549808.7113274336
1,1635078.41,0,83.0,3.699,215.2736553,7.682,2011,4,0,0,0,0,1.2246467991473532e-16,-1.0,0.46472317204376906,-0.8854560256532096,1466046.67,1428218.27,1629391.28,1532107.95,99836.18093564716,1498116.179191862,28.415718000000002,1549808.7113274336
1,1588948.32,0,83.13,3.648,215.0435229,7.682,2011,4,0,0,0,0,1.2246467991473532e-16,-1.0,0.35460488704253584,-0.9350162426854147,1635078.41,1466046.67,1604775.58,1533529.7325,101706.39531884459,1552901.071515117,28.023936000000003,1549808.7113274336
1,1532114.86,0,86.41,3.637,214.9980596,7.682,2011,4,0,0,0,0,1.2246467991473532e-16,-1.0,0.23931566428755768,-0.970941817426052,1588948.32,1635078.41,1428218.27,1529572.9175,98260.19211085142,1567319.9709090705,27.939434000000002,1549808.7113274336
1,1438830.15,0,83.58,3.594,215.0910982,7.682,2011,4,0,0,0,0,1.2246467991473532e-16,-1.0,0.12053668025532308,-0.992708874098054,1532114.86,1588948.32,1466046.67,1555547.065,73030.28506357533,1553237.9265454425,27.609108,1549808.7113274336
1,1488538.09,0,85.55,3.524,215.1841368,7.962,2011,4,0,0,0,0,-0.4999999999999997,-0.8660254037844388,-3.216245299353273e-16,-1.0,1438830.15,1532114.86,1635078.41,1548742.935,84513.5105789499,1507474.8159272657,28.058087999999998,1549808.7113274336
1,1534849.64,0,85.83,3.48,215.2771754,7.962,2011,4,0,0,0,0,-0.4999999999999997,-0.8660254037844388,-0.12053668025532283,-0.992708874098054,1488538.09,1438830.15,1588948.32,1512107.855,63848.500850862445,1499900.1255563595,27.70776,1549808.7113274336
1,1455119.97,0,88.54,3.575,215.3611087,7.962,2011,4,0,0,0,0,-0.4999999999999997,-0.8660254037844388,-0.23931566428755743,-0.9709418174260521,1534849.64,1488538.09,1532114.86,1498583.185,45132.98170164172,1513879.931333816,28.46415,1549808.7113274336
1,1396926.82,0,85.77,3.651,215.4222784,7.962,2011,4,0,0,0,0,-0.4999999999999997,-0.8660254037844388,-0.3546048870425356,-0.9350162426854148,1455119.97,1534849.64,1438830.15,1479334.4625000001,42401.189724443655,1490375.94680029,29.069262,1549808.7113274336
1,1352219.79,0,86.83,3.682,215.4834482,7.962,2011,4,0,0,0,0,-0.4999999999999997,-0.8660254037844388,-0.46472317204376806,-0.8854560256532101,1396926.82,1455119.97,1488538.09,1468858.63,58037.43221744261,1452996.2960801742,29.316084,1549808.7113274336
1,1624383.75,0,91.65,3.684,215.544618,7.962,2011,4,0,0,0,0,-0.8660254037844385,-0.5000000000000004,-0.5680647467311556,-0.8229838658936566,1352219.79,1396926.82,1534849.64,1434779.0550000002,78902.25754504606,1412685.6936481048,29.332008000000002,1549808.7113274336
1,1525147.09,0,90.76,3.638,215.6057878,7.962,2011,4,0,0,0,0,-0.8660254037844385,-0.5000000000000004,-0.663122658240795,-0.7485107481711013,1624383.75,1352219.79,1455119.97,1457162.5825,119175.5398666774,1497364.916188863,28.965756,1549808.7113274336
1,1530761.43,0,89.94,3.554,215.6693107,7.962,2011,4,0,0,0,0,-0.8660254037844385,-0.5000000000000004,-0.7485107481711011,-0.6631226582407952,1525147.09,1624383.75,1396926.82,1474669.3625,123828.10601510033,1508477.7857133183,28.296947999999997,1549808.7113274336
1,1464693.46,0,87.96,3.523,215.7332258,7.962,2011,4,0,0,0,0,-0.8660254037844385,-0.5000000000000004,-0.8229838658936564,-0.5680647467311559,1530761.43,1525147.09,1352219.79,1508128.0150000001,113467.60320528776,1517391.243427991,28.050126,1549808.7113274336
1,1550229.22,0,87.83,3.533,215.7971409,7.962,2011,4,0,0,0,0,-1.0,-1.8369701987210297e-16,-0.8854560256532096,-0.4647231720437691,1464693.46,1530761.43,1624383.75,1536246.4324999999,65932.52931605662,1496312.1300567947,28.129745999999997,1549808.7113274336
1,1540471.24,1,76.0,3.546,215.861056,7.962,2011,4,0,1,0,0,-1.0,-1.8369701987210297e-16,-0.9350162426854147,-0.3546048870425359,1550229.22,1464693.46,1525147.09,1517707.8,36940.958732966385,1517878.9660340769,28.233251999999997,1549808.7113274336
1,1514259.78,0,79.94,3.526,216.0410526,7.962,2011,4,0,0,0,0,-1.0,-1.8369701987210297e-16,-0.970941817426052,-0.23931566428755774,1540471.24,1550229.22,1530761.43,1521538.8375,38721.342383566014,1526915.8756204462,28.074011999999996,1549808.7113274336
1,1380020.27,0,75.8,3.467,216.3758246,7.962,2011,4,0,0,0,0,-1.0,-1.8369701987210297e-16,-0.992708874098054,-0.12053668025532357,1514259.78,1540471.24,1464693.46,1517413.425,38287.85456008505,1521853.4373722677,27.604254,1549808.7113274336
1,1394561.83,0,79.69,3.355,216.7105965,7.962,2011,4,0,0,0,0,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,1380020.27,1514259.78,1550229.22,1496245.1275,78957.74497687885,1465120.1704233608,26.712509999999998,1549808.7113274336
1,1630989.95,0,69.31,3.285,217.0453684,7.866,2011,4,0,0,0,0,-0.8660254037844386,0.5000000000000001,-0.992708874098054,0.1205366802553232,1394561.83,1380020.27,1540471.24,1457328.28,81792.63036397507,1436896.8342540166,25.83981,1549808.7113274336
1,1493525.93,0,71.74,3.274,217.3552733,7.866,2011,4,0,0,0,0,-0.8660254037844386,0.5000000000000001,-0.9709418174260521,0.23931566428755738,1630989.95,1394561.83,1514259.78,1479957.9575,117285.00580521044,1514534.08055241,25.753284,1549808.7113274336
1,1502562.78,0,63.71,3.353,217.5159762,7.866,2011,4,0,0,0,0,-0.8660254037844386,0.5000000000000001,-0.9350162426854148,0.35460488704253557,1493525.93,1630989.95,1380020.27,1474774.4949999999,115711.30667479933,1506130.8203314461,26.374698000000002,1549808.7113274336
1,1445249.09,0,66.57,3.372,217.6766791,7.866,2011,4,0,0,0,0,-0.8660254037844386,0.5000000000000001,-0.8854560256532101,0.464723172043768,1502562.78,1493525.93,1394561.83,1505410.1225,96965.59255011339,1504703.604198868,26.524151999999997,1549808.7113274336
1,1697229.58,0,54.98,3.332,217.837382,7.866,2011,4,0,0,0,0,-0.5000000000000004,0.8660254037844384,-0.822983865893657,0.5680647467311548,1445249.09,1502562.78,1630989.95,1518081.9375,79365.57758354135,1480921.798519321,26.209511999999997,1549808.7113274336
1,1594938.89,0,59.11,3.297,217.9980849,7.866,2011,4,0,0,0,0,-0.5000000000000004,0.8660254037844384,-0.7485107481711011,0.6631226582407952,1697229.58,1445249.09,1493525.93,1534641.845,111273.5684345579,1567444.9111115928,25.934202,1549808.7113274336
1,1539483.7,0,62.25,3.308,218.2205088,7.866,2011,4,0,0,0,0,-0.5000000000000004,0.8660254037844384,-0.6631226582407955,0.7485107481711007,1594938.89,1697229.58,1502562.78,1559995.085,110332.05812747712,1578442.5026669556,26.020728,1549808.7113274336
1,2033320.66,1,60.14,3.236,218.4676211,7.866,2011,4,0,0,1,0,-0.5000000000000004,0.8660254037844384,-0.5680647467311559,0.8229838658936564,1539483.7,1594938.89,1445249.09,1569225.315,105358.03691148979,1562858.9816001733,25.454376,1549808.7113274336
1,1584083.95,0,48.91,3.172,218.7147333,7.866,2011,4,0,0,0,0,-2.4492935982947064e-16,1.0,-0.4647231720437684,0.88545602565321,2033320.66,1539483.7,1697229.58,1716243.2075,221252.7136182967,1751043.652960104,24.950952,1549808.7113274336
1,1799682.38,0,43.93,3.158,218.9618456,7.866,2011,4,0,0,0,0,-2.4492935982947064e-16,1.0,-0.35460488704253595,0.9350162426854147,1584083.95,2033320.66,1594938.89,1687956.8,231489.63818826282,1684259.7717760624,24.840828,1549808.7113274336
1,1881176.67,0,51.63,3.159,219.1794533,7.866,2011,4,0,0,0,0,-2.4492935982947064e-16,1.0,-0.2393156642875578,0.970941817426052,1799682.38,1584083.95,1539483.7,1739142.6725,226651.46314464236,1730428.815065638,24.848694,1549808.7113274336
1,2270188.99,0,47.96,3.112,219.3577216,7.866,2011,4,0,0,0,0,-2.4492935982947064e-16,1.0,-0.12053668025532363,0.992708874098054,1881176.67,1799682.38,2033320.66,1824565.915,187291.29446403368,1790727.957039383,24.478991999999998,1549808.7113274336
1,1497462.72,1,44.55,3.129,219.5359898,7.866,2011,4,0,0,0,1,-2.4492935982947064e-16,1.0,6.432490598706546e-16,1.0,2270188.99,1881176.67,1584083.95,1883782.9975,286477.93220376415,1982512.3702236302,24.612714,1549808.7113274336
1,1550369.92,0,49.01,3.157,219.7142581,7.348,2012,4,0,0,0,0,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,1497462.72,2270188.99,1799682.38,1862127.69,318201.6369551573,1788492.5101341782,23.197636,1549808.7113274336
1,1459601.17,0,48.53,3.261,219.8925263,7.348,2012,4,0,0,0,0,0.49999999999999994,0.8660254037844387,0.23931566428755774,0.970941817426052,1550369.92,1497462.72,1881176.67,1799799.575,356609.57176319556,1693243.474080507,23.961828,1549808.7113274336
1,1394393.84,0,54.11,3.268,219.9856893,7.348,2012,4,0,0,0,0,0.49999999999999994,0.8660254037844387,0.3546048870425356,0.9350162426854148,1459601.17,1550369.92,2270188.99,1694405.7,385656.3269904229,1599786.5524483041,24.013264,1549808.7113274336
1,1319325.59,0,54.26,3.29,220.0788523,7.348,2012,4,0,0,0,0,0.49999999999999994,0.8660254037844387,0.4647231720437685,0.8854560256532099,1394393.84,1459601.17,1497462.72,1475456.9125,65622.25371977451,1517629.4674689828,24.17492,1549808.7113274336
1,1636339.65,0,56.55,3.36,220.1720153,7.348,2012,4,0,0,0,0,0.8660254037844386,0.5000000000000001,0.5680647467311558,0.8229838658936564,1319325.59,1394393.84,1550369.92,1430922.6300000001,98112.80171398,1438307.91648139,24.68928,1549808.7113274336
